Ano;Município;Código do Município;Vínculo Funcional;Federal;Estadual;Municipal
2022;Vila Velha ;3205200;Contrato CLT;0;0;9
2022;Vitória ;3205309;Contrato CLT;33;0;2
2023;Afonso Cláudio ;3200102;Concursado/efetivo/estável;0;17;132
2023;Água Doce do Norte ;3200169;Concursado/efetivo/estável;0;7;34
2023;Águia Branca ;3200136;Concursado/efetivo/estável;0;5;15
2023;Alegre ;3200201;Concursado/efetivo/estável;51;45;106
2023;Alfredo Chaves ;3200300;Concursado/efetivo/estável;0;9;65
2023;Alto Rio Novo ;3200359;Concursado/efetivo/estável;0;5;21
2023;Anchieta ;3200409;Concursado/efetivo/estável;0;33;207
2023;Apiacá ;3200508;Concursado/efetivo/estável;0;6;67
2023;Aracruz ;3200607;Concursado/efetivo/estável;39;70;466
2023;Atílio Vivácqua ;3200706;Concursado/efetivo/estável;0;7;61
2023;Baixo Guandu ;3200805;Concursado/efetivo/estável;0;28;151
2023;Barra de São Francisco ;3200904;Concursado/efetivo/estável;19;18;109
2023;Boa Esperança ;3201001;Concursado/efetivo/estável;0;16;68
2023;Bom Jesus do Norte ;3201100;Concursado/efetivo/estável;0;8;43
2023;Brejetuba ;3201159;Concursado/efetivo/estável;0;11;51
2023;Cachoeiro de Itapemirim ;3201209;Concursado/efetivo/estável;60;220;402
2023;Cariacica ;3201308;Concursado/efetivo/estável;64;347;1703
2023;Castelo ;3201407;Concursado/efetivo/estável;0;33;146
2023;Colatina ;3201506;Concursado/efetivo/estável;117;74;530
2023;Conceição da Barra ;3201605;Concursado/efetivo/estável;0;23;104
2023;Conceição do Castelo ;3201704;Concursado/efetivo/estável;0;14;32
2023;Divino de São Lourenço ;3201803;Concursado/efetivo/estável;0;1;4
2023;Domingos Martins ;3201902;Concursado/efetivo/estável;0;25;87
2023;Dores do Rio Preto ;3202009;Concursado/efetivo/estável;0;21;16
2023;Ecoporanga ;3202108;Concursado/efetivo/estável;0;18;118
2023;Fundão ;3202207;Concursado/efetivo/estável;0;6;87
2023;Governador Lindenberg ;3202256;Concursado/efetivo/estável;0;11;29
2023;Guaçuí ;3202306;Concursado/efetivo/estável;0;15;105
2023;Guarapari ;3202405;Concursado/efetivo/estável;53;110;572
2023;Ibatiba ;3202454;Concursado/efetivo/estável;34;19;82
2023;Ibiraçu ;3202504;Concursado/efetivo/estável;0;18;62
2023;Ibitirama ;3202553;Concursado/efetivo/estável;0;8;46
2023;Iconha ;3202603;Concursado/efetivo/estável;0;9;22
2023;Irupi ;3202652;Concursado/efetivo/estável;0;9;73
2023;Itaguaçu ;3202702;Concursado/efetivo/estável;0;25;20
2023;Itapemirim ;3202801;Concursado/efetivo/estável;0;42;191
2023;Itarana ;3202900;Concursado/efetivo/estável;0;18;10
2023;Iúna ;3203007;Concursado/efetivo/estável;0;28;69
2023;Jaguaré ;3203056;Concursado/efetivo/estável;0;21;136
2023;Jerônimo Monteiro ;3203106;Concursado/efetivo/estável;0;11;36
2023;João Neiva ;3203130;Concursado/efetivo/estável;0;10;77
2023;Laranja da Terra ;3203163;Concursado/efetivo/estável;0;11;36
2023;Linhares ;3203205;Concursado/efetivo/estável;53;131;1295
2023;Mantenópolis ;3203304;Concursado/efetivo/estável;0;16;51
2023;Marataízes ;3203320;Concursado/efetivo/estável;0;32;386
2023;Marechal Floriano ;3203346;Concursado/efetivo/estável;0;25;25
2023;Marilândia ;3203353;Concursado/efetivo/estável;0;9;50
2023;Mimoso do Sul ;3203403;Concursado/efetivo/estável;0;35;74
2023;Montanha ;3203502;Concursado/efetivo/estável;26;21;35
2023;Mucurici ;3203601;Concursado/efetivo/estável;0;2;27
2023;Muniz Freire ;3203700;Concursado/efetivo/estável;0;10;48
2023;Muqui ;3203809;Concursado/efetivo/estável;0;14;50
2023;Nova Venécia ;3203908;Concursado/efetivo/estável;41;27;204
2023;Pancas ;3204005;Concursado/efetivo/estável;0;14;44
2023;Pedro Canário ;3204054;Concursado/efetivo/estável;0;29;66
2023;Pinheiros ;3204104;Concursado/efetivo/estável;0;10;127
2023;Piúma ;3204203;Concursado/efetivo/estável;39;20;98
2023;Ponto Belo ;3204252;Concursado/efetivo/estável;0;6;23
2023;Presidente Kennedy ;3204302;Concursado/efetivo/estável;0;8;54
2023;Rio Bananal ;3204351;Concursado/efetivo/estável;0;11;98
2023;Rio Novo do Sul ;3204401;Concursado/efetivo/estável;0;18;48
2023;Santa Leopoldina ;3204500;Concursado/efetivo/estável;0;7;53
2023;Santa Maria de Jetibá ;3204559;Concursado/efetivo/estável;24;35;142
2023;Santa Teresa ;3204609;Concursado/efetivo/estável;56;21;33
2023;São Domingos do Norte ;3204658;Concursado/efetivo/estável;0;4;18
2023;São Gabriel da Palha ;3204708;Concursado/efetivo/estável;0;22;96
2023;São José do Calçado ;3204807;Concursado/efetivo/estável;0;11;14
2023;São Mateus ;3204906;Concursado/efetivo/estável;48;134;470
2023;São Roque do Canaã ;3204955;Concursado/efetivo/estável;0;8;47
2023;Serra ;3205002;Concursado/efetivo/estável;57;496;1370
2023;Sooretama ;3205010;Concursado/efetivo/estável;0;11;134
2023;Vargem Alta ;3205036;Concursado/efetivo/estável;0;12;69
2023;Venda Nova do Imigrante ;3205069;Concursado/efetivo/estável;45;43;77
2023;Viana ;3205101;Concursado/efetivo/estável;20;49;305
2023;Vila Pavão ;3205150;Concursado/efetivo/estável;0;9;46
2023;Vila Valério ;3205176;Concursado/efetivo/estável;0;11;56
2023;Vila Velha ;3205200;Concursado/efetivo/estável;35;363;2283
2023;Vitória ;3205309;Concursado/efetivo/estável;243;248;1895
2023;Afonso Cláudio ;3200102;Contrato Temporário;0;138;135
2023;Água Doce do Norte ;3200169;Contrato Temporário;0;58;60
2023;Águia Branca ;3200136;Contrato Temporário;0;56;110
2023;Alegre ;3200201;Contrato Temporário;7;157;78
2023;Alfredo Chaves ;3200300;Contrato Temporário;0;28;95
2023;Alto Rio Novo ;3200359;Contrato Temporário;0;31;41
2023;Anchieta ;3200409;Contrato Temporário;0;61;277
2023;Apiacá ;3200508;Contrato Temporário;0;21;3
2023;Aracruz ;3200607;Contrato Temporário;10;223;354
2023;Atílio Vivácqua ;3200706;Contrato Temporário;0;30;86
2023;Baixo Guandu ;3200805;Contrato Temporário;0;57;167
2023;Barra de São Francisco ;3200904;Contrato Temporário;5;174;19
2023;Boa Esperança ;3201001;Contrato Temporário;0;85;106
2023;Bom Jesus do Norte ;3201100;Contrato Temporário;0;15;40
2023;Brejetuba ;3201159;Contrato Temporário;0;94;63
2023;Cachoeiro de Itapemirim ;3201209;Contrato Temporário;9;533;882
2023;Cariacica ;3201308;Contrato Temporário;5;795;1310
2023;Castelo ;3201407;Contrato Temporário;0;60;252
2023;Colatina ;3201506;Contrato Temporário;19;222;390
2023;Conceição da Barra ;3201605;Contrato Temporário;0;119;217
2023;Conceição do Castelo ;3201704;Contrato Temporário;0;54;85
2023;Divino de São Lourenço ;3201803;Contrato Temporário;0;27;32
2023;Domingos Martins ;3201902;Contrato Temporário;0;76;311
2023;Dores do Rio Preto ;3202009;Contrato Temporário;0;46;43
2023;Ecoporanga ;3202108;Contrato Temporário;0;122;33
2023;Fundão ;3202207;Contrato Temporário;0;53;97
2023;Governador Lindenberg ;3202256;Contrato Temporário;0;77;56
2023;Guaçuí ;3202306;Contrato Temporário;0;54;181
2023;Guarapari ;3202405;Contrato Temporário;4;170;492
2023;Ibatiba ;3202454;Contrato Temporário;7;33;132
2023;Ibiraçu ;3202504;Contrato Temporário;0;51;28
2023;Ibitirama ;3202553;Contrato Temporário;0;47;67
2023;Iconha ;3202603;Contrato Temporário;0;36;69
2023;Irupi ;3202652;Contrato Temporário;0;39;31
2023;Itaguaçu ;3202702;Contrato Temporário;0;41;93
2023;Itapemirim ;3202801;Contrato Temporário;0;90;421
2023;Itarana ;3202900;Contrato Temporário;0;38;84
2023;Iúna ;3203007;Contrato Temporário;0;98;172
2023;Jaguaré ;3203056;Contrato Temporário;0;57;189
2023;Jerônimo Monteiro ;3203106;Contrato Temporário;0;46;62
2023;João Neiva ;3203130;Contrato Temporário;0;58;64
2023;Laranja da Terra ;3203163;Contrato Temporário;0;44;56
2023;Linhares ;3203205;Contrato Temporário;1;421;335
2023;Mantenópolis ;3203304;Contrato Temporário;0;52;33
2023;Marataízes ;3203320;Contrato Temporário;0;58;409
2023;Marechal Floriano ;3203346;Contrato Temporário;0;41;126
2023;Marilândia ;3203353;Contrato Temporário;0;36;77
2023;Mimoso do Sul ;3203403;Contrato Temporário;0;72;107
2023;Montanha ;3203502;Contrato Temporário;4;79;172
2023;Mucurici ;3203601;Contrato Temporário;0;28;35
2023;Muniz Freire ;3203700;Contrato Temporário;0;71;152
2023;Muqui ;3203809;Contrato Temporário;0;54;61
2023;Nova Venécia ;3203908;Contrato Temporário;9;112;446
2023;Pancas ;3204005;Contrato Temporário;0;58;96
2023;Pedro Canário ;3204054;Contrato Temporário;0;122;107
2023;Pinheiros ;3204104;Contrato Temporário;0;90;105
2023;Piúma ;3204203;Contrato Temporário;6;30;172
2023;Ponto Belo ;3204252;Contrato Temporário;0;40;56
2023;Presidente Kennedy ;3204302;Contrato Temporário;0;25;241
2023;Rio Bananal ;3204351;Contrato Temporário;0;38;177
2023;Rio Novo do Sul ;3204401;Contrato Temporário;0;43;52
2023;Santa Leopoldina ;3204500;Contrato Temporário;0;33;55
2023;Santa Maria de Jetibá ;3204559;Contrato Temporário;0;203;224
2023;Santa Teresa ;3204609;Contrato Temporário;4;63;178
2023;São Domingos do Norte ;3204658;Contrato Temporário;0;30;106
2023;São Gabriel da Palha ;3204708;Contrato Temporário;0;112;143
2023;São José do Calçado ;3204807;Contrato Temporário;0;22;97
2023;São Mateus ;3204906;Contrato Temporário;8;299;696
2023;São Roque do Canaã ;3204955;Contrato Temporário;0;51;44
2023;Serra ;3205002;Contrato Temporário;8;1373;2470
2023;Sooretama ;3205010;Contrato Temporário;0;70;232
2023;Vargem Alta ;3205036;Contrato Temporário;0;77;100
2023;Venda Nova do Imigrante ;3205069;Contrato Temporário;7;67;114
2023;Viana ;3205101;Contrato Temporário;5;172;580
2023;Vila Pavão ;3205150;Contrato Temporário;0;34;66
2023;Vila Valério ;3205176;Contrato Temporário;0;62;94
2023;Vila Velha ;3205200;Contrato Temporário;6;650;754
2023;Vitória ;3205309;Contrato Temporário;18;442;956
2023;Afonso Cláudio ;3200102;Contrato terceirizado;0;0;0
2023;Água Doce do Norte ;3200169;Contrato terceirizado;0;0;0
2023;Águia Branca ;3200136;Contrato terceirizado;0;0;0
2023;Alegre ;3200201;Contrato terceirizado;0;0;1
2023;Alfredo Chaves ;3200300;Contrato terceirizado;0;0;0
2023;Alto Rio Novo ;3200359;Contrato terceirizado;0;0;1
2023;Anchieta ;3200409;Contrato terceirizado;0;0;0
2023;Apiacá ;3200508;Contrato terceirizado;0;0;0
2023;Aracruz ;3200607;Contrato terceirizado;0;1;1
2023;Atílio Vivácqua ;3200706;Contrato terceirizado;0;0;0
2023;Baixo Guandu ;3200805;Contrato terceirizado;0;0;2
2023;Barra de São Francisco ;3200904;Contrato terceirizado;0;0;0
2023;Boa Esperança ;3201001;Contrato terceirizado;0;0;0
2023;Bom Jesus do Norte ;3201100;Contrato terceirizado;0;0;0
2023;Brejetuba ;3201159;Contrato terceirizado;0;0;0
2023;Cachoeiro de Itapemirim ;3201209;Contrato terceirizado;0;0;2
2023;Cariacica ;3201308;Contrato terceirizado;0;1;8
2023;Castelo ;3201407;Contrato terceirizado;0;0;2
2023;Colatina ;3201506;Contrato terceirizado;0;2;1
2023;Conceição da Barra ;3201605;Contrato terceirizado;0;0;0
2023;Conceição do Castelo ;3201704;Contrato terceirizado;0;0;0
2023;Divino de São Lourenço ;3201803;Contrato terceirizado;0;0;0
2023;Domingos Martins ;3201902;Contrato terceirizado;0;0;2
2023;Dores do Rio Preto ;3202009;Contrato terceirizado;0;0;0
2023;Ecoporanga ;3202108;Contrato terceirizado;0;1;0
2023;Fundão ;3202207;Contrato terceirizado;0;0;0
2023;Governador Lindenberg ;3202256;Contrato terceirizado;0;0;0
2023;Guaçuí ;3202306;Contrato terceirizado;0;0;0
2023;Guarapari ;3202405;Contrato terceirizado;0;0;5
2023;Ibatiba ;3202454;Contrato terceirizado;0;0;1
2023;Ibiraçu ;3202504;Contrato terceirizado;0;1;0
2023;Ibitirama ;3202553;Contrato terceirizado;0;0;1
2023;Iconha ;3202603;Contrato terceirizado;0;1;0
2023;Irupi ;3202652;Contrato terceirizado;0;0;0
2023;Itaguaçu ;3202702;Contrato terceirizado;0;0;0
2023;Itapemirim ;3202801;Contrato terceirizado;0;0;2
2023;Itarana ;3202900;Contrato terceirizado;0;0;0
2023;Iúna ;3203007;Contrato terceirizado;0;0;0
2023;Jaguaré ;3203056;Contrato terceirizado;0;0;0
2023;Jerônimo Monteiro ;3203106;Contrato terceirizado;0;0;0
2023;João Neiva ;3203130;Contrato terceirizado;0;0;0
2023;Laranja da Terra ;3203163;Contrato terceirizado;0;0;0
2023;Linhares ;3203205;Contrato terceirizado;0;0;0
2023;Mantenópolis ;3203304;Contrato terceirizado;0;0;0
2023;Marataízes ;3203320;Contrato terceirizado;0;0;0
2023;Marechal Floriano ;3203346;Contrato terceirizado;0;1;0
2023;Marilândia ;3203353;Contrato terceirizado;0;0;0
2023;Mimoso do Sul ;3203403;Contrato terceirizado;0;0;1
2023;Montanha ;3203502;Contrato terceirizado;0;0;3
2023;Mucurici ;3203601;Contrato terceirizado;0;0;0
2023;Muniz Freire ;3203700;Contrato terceirizado;0;0;0
2023;Muqui ;3203809;Contrato terceirizado;0;0;0
2023;Nova Venécia ;3203908;Contrato terceirizado;0;0;1
2023;Pancas ;3204005;Contrato terceirizado;0;1;0
2023;Pedro Canário ;3204054;Contrato terceirizado;0;0;0
2023;Pinheiros ;3204104;Contrato terceirizado;0;1;1
2023;Piúma ;3204203;Contrato terceirizado;0;0;2
2023;Ponto Belo ;3204252;Contrato terceirizado;0;0;0
2023;Presidente Kennedy ;3204302;Contrato terceirizado;0;0;1
2023;Rio Bananal ;3204351;Contrato terceirizado;0;0;0
2023;Rio Novo do Sul ;3204401;Contrato terceirizado;0;0;0
2023;Santa Leopoldina ;3204500;Contrato terceirizado;0;0;0
2023;Santa Maria de Jetibá ;3204559;Contrato terceirizado;0;1;0
2023;Santa Teresa ;3204609;Contrato terceirizado;0;0;0
2023;São Domingos do Norte ;3204658;Contrato terceirizado;0;0;0
2023;São Gabriel da Palha ;3204708;Contrato terceirizado;0;1;0
2023;São José do Calçado ;3204807;Contrato terceirizado;0;0;1
2023;São Mateus ;3204906;Contrato terceirizado;0;1;1
2023;São Roque do Canaã ;3204955;Contrato terceirizado;0;1;1
2023;Serra ;3205002;Contrato terceirizado;0;2;24
2023;Sooretama ;3205010;Contrato terceirizado;0;0;0
2023;Vargem Alta ;3205036;Contrato terceirizado;0;2;0
2023;Venda Nova do Imigrante ;3205069;Contrato terceirizado;0;0;0
2023;Viana ;3205101;Contrato terceirizado;0;0;3
2023;Vila Pavão ;3205150;Contrato terceirizado;0;0;0
2023;Vila Valério ;3205176;Contrato terceirizado;0;0;0
2023;Vila Velha ;3205200;Contrato terceirizado;0;1;6
2023;Vitória ;3205309;Contrato terceirizado;0;0;0
2023;Afonso Cláudio ;3200102;Contrato CLT;0;0;4
2023;Água Doce do Norte ;3200169;Contrato CLT;0;0;0
2023;Águia Branca ;3200136;Contrato CLT;0;0;0
2023;Alegre ;3200201;Contrato CLT;0;0;0
2023;Alfredo Chaves ;3200300;Contrato CLT;0;0;0
2023;Alto Rio Novo ;3200359;Contrato CLT;0;0;0
2023;Anchieta ;3200409;Contrato CLT;0;0;0
2023;Apiacá ;3200508;Contrato CLT;0;0;0
2023;Aracruz ;3200607;Contrato CLT;0;0;18
2023;Atílio Vivácqua ;3200706;Contrato CLT;0;0;0
2023;Baixo Guandu ;3200805;Contrato CLT;0;0;0
2023;Barra de São Francisco ;3200904;Contrato CLT;0;0;201
2023;Boa Esperança ;3201001;Contrato CLT;0;0;0
2023;Bom Jesus do Norte ;3201100;Contrato CLT;0;0;1
2023;Brejetuba ;3201159;Contrato CLT;0;0;0
2023;Cachoeiro de Itapemirim ;3201209;Contrato CLT;0;0;2
2023;Cariacica ;3201308;Contrato CLT;0;0;10
2023;Castelo ;3201407;Contrato CLT;0;0;0
2023;Colatina ;3201506;Contrato CLT;0;0;9
2023;Conceição da Barra ;3201605;Contrato CLT;0;0;3
2023;Conceição do Castelo ;3201704;Contrato CLT;0;0;0
2023;Divino de São Lourenço ;3201803;Contrato CLT;0;0;0
2023;Domingos Martins ;3201902;Contrato CLT;0;0;4
2023;Dores do Rio Preto ;3202009;Contrato CLT;0;0;0
2023;Ecoporanga ;3202108;Contrato CLT;0;0;0
2023;Fundão ;3202207;Contrato CLT;0;0;0
2023;Governador Lindenberg ;3202256;Contrato CLT;0;0;0
2023;Guaçuí ;3202306;Contrato CLT;0;0;0
2023;Guarapari ;3202405;Contrato CLT;0;0;23
2023;Ibatiba ;3202454;Contrato CLT;0;0;0
2023;Ibiraçu ;3202504;Contrato CLT;0;0;0
2023;Ibitirama ;3202553;Contrato CLT;0;0;0
2023;Iconha ;3202603;Contrato CLT;0;0;0
2023;Irupi ;3202652;Contrato CLT;0;0;20
2023;Itaguaçu ;3202702;Contrato CLT;0;0;44
2023;Itapemirim ;3202801;Contrato CLT;0;0;0
2023;Itarana ;3202900;Contrato CLT;0;0;3
2023;Iúna ;3203007;Contrato CLT;0;0;17
2023;Jaguaré ;3203056;Contrato CLT;0;0;0
2023;Jerônimo Monteiro ;3203106;Contrato CLT;0;0;1
2023;João Neiva ;3203130;Contrato CLT;0;0;0
2023;Laranja da Terra ;3203163;Contrato CLT;0;0;0
2023;Linhares ;3203205;Contrato CLT;0;0;0
2023;Mantenópolis ;3203304;Contrato CLT;0;0;0
2023;Marataízes ;3203320;Contrato CLT;0;0;0
2023;Marechal Floriano ;3203346;Contrato CLT;0;0;0
2023;Marilândia ;3203353;Contrato CLT;0;0;0
2023;Mimoso do Sul ;3203403;Contrato CLT;0;0;0
2023;Montanha ;3203502;Contrato CLT;0;0;0
2023;Mucurici ;3203601;Contrato CLT;0;0;0
2023;Muniz Freire ;3203700;Contrato CLT;0;0;0
2023;Muqui ;3203809;Contrato CLT;0;0;0
2023;Nova Venécia ;3203908;Contrato CLT;0;0;1
2023;Pancas ;3204005;Contrato CLT;0;0;0
2023;Pedro Canário ;3204054;Contrato CLT;0;0;0
2023;Pinheiros ;3204104;Contrato CLT;0;0;2
2023;Piúma ;3204203;Contrato CLT;0;0;0
2023;Ponto Belo ;3204252;Contrato CLT;0;0;0
2023;Presidente Kennedy ;3204302;Contrato CLT;0;0;0
2023;Rio Bananal ;3204351;Contrato CLT;0;0;0
2023;Rio Novo do Sul ;3204401;Contrato CLT;0;0;0
2023;Santa Leopoldina ;3204500;Contrato CLT;0;0;0
2023;Santa Maria de Jetibá ;3204559;Contrato CLT;4;0;2
2023;Santa Teresa ;3204609;Contrato CLT;0;0;0
2023;São Domingos do Norte ;3204658;Contrato CLT;0;0;0
2023;São Gabriel da Palha ;3204708;Contrato CLT;0;0;0
2023;São José do Calçado ;3204807;Contrato CLT;0;0;1
2023;São Mateus ;3204906;Contrato CLT;0;1;0
2023;São Roque do Canaã ;3204955;Contrato CLT;0;0;0
2023;Serra ;3205002;Contrato CLT;0;0;41
2023;Sooretama ;3205010;Contrato CLT;0;0;34
2023;Vargem Alta ;3205036;Contrato CLT;0;0;0
2023;Venda Nova do Imigrante ;3205069;Contrato CLT;0;7;1
2023;Viana ;3205101;Contrato CLT;0;0;0
2023;Vila Pavão ;3205150;Contrato CLT;0;0;0
2023;Vila Valério ;3205176;Contrato CLT;0;0;0
