Ano;Município;Código do Município;Vínculo Funcional;Federal;Estadual;Municipal
2023;Vila Velha ;3205200;Contrato CLT;0;0;4
2023;Vitória ;3205309;Contrato CLT;27;0;2
2024;Afonso Cláudio ;3200102;Concursado/efetivo/estável;0;15;128
2024;Água Doce do Norte ;3200169;Concursado/efetivo/estável;0;8;29
2024;Águia Branca ;3200136;Concursado/efetivo/estável;0;7;51
2024;Alegre ;3200201;Concursado/efetivo/estável;53;43;99
2024;Alfredo Chaves ;3200300;Concursado/efetivo/estável;0;10;61
2024;Alto Rio Novo ;3200359;Concursado/efetivo/estável;0;6;15
2024;Anchieta ;3200409;Concursado/efetivo/estável;0;32;186
2024;Apiacá ;3200508;Concursado/efetivo/estável;0;6;63
2024;Aracruz ;3200607;Concursado/efetivo/estável;46;69;480
2024;Atílio Vivácqua ;3200706;Concursado/efetivo/estável;0;9;58
2024;Baixo Guandu ;3200805;Concursado/efetivo/estável;0;27;196
2024;Barra de São Francisco ;3200904;Concursado/efetivo/estável;18;14;187
2024;Boa Esperança ;3201001;Concursado/efetivo/estável;0;14;61
2024;Bom Jesus do Norte ;3201100;Concursado/efetivo/estável;0;8;44
2024;Brejetuba ;3201159;Concursado/efetivo/estável;0;9;47
2024;Cachoeiro de Itapemirim ;3201209;Concursado/efetivo/estável;54;182;352
2024;Cariacica ;3201308;Concursado/efetivo/estável;59;314;1579
2024;Castelo ;3201407;Concursado/efetivo/estável;0;32;145
2024;Colatina ;3201506;Concursado/efetivo/estável;118;65;540
2024;Conceição da Barra ;3201605;Concursado/efetivo/estável;0;25;83
2024;Conceição do Castelo ;3201704;Concursado/efetivo/estável;0;13;24
2024;Divino de São Lourenço ;3201803;Concursado/efetivo/estável;0;3;3
2024;Domingos Martins ;3201902;Concursado/efetivo/estável;0;26;80
2024;Dores do Rio Preto ;3202009;Concursado/efetivo/estável;0;13;12
2024;Ecoporanga ;3202108;Concursado/efetivo/estável;0;14;103
2024;Fundão ;3202207;Concursado/efetivo/estável;0;9;86
2024;Governador Lindenberg ;3202256;Concursado/efetivo/estável;0;10;28
2024;Guaçuí ;3202306;Concursado/efetivo/estável;0;17;92
2024;Guarapari ;3202405;Concursado/efetivo/estável;49;98;582
2024;Ibatiba ;3202454;Concursado/efetivo/estável;34;19;67
2024;Ibiraçu ;3202504;Concursado/efetivo/estável;0;17;51
2024;Ibitirama ;3202553;Concursado/efetivo/estável;0;8;41
2024;Iconha ;3202603;Concursado/efetivo/estável;0;8;21
2024;Irupi ;3202652;Concursado/efetivo/estável;0;9;71
2024;Itaguaçu ;3202702;Concursado/efetivo/estável;0;24;23
2024;Itapemirim ;3202801;Concursado/efetivo/estável;0;33;208
2024;Itarana ;3202900;Concursado/efetivo/estável;0;24;9
2024;Iúna ;3203007;Concursado/efetivo/estável;0;31;57
2024;Jaguaré ;3203056;Concursado/efetivo/estável;0;22;129
2024;Jerônimo Monteiro ;3203106;Concursado/efetivo/estável;0;8;33
2024;João Neiva ;3203130;Concursado/efetivo/estável;0;13;66
2024;Laranja da Terra ;3203163;Concursado/efetivo/estável;0;9;35
2024;Linhares ;3203205;Concursado/efetivo/estável;46;128;1307
2024;Mantenópolis ;3203304;Concursado/efetivo/estável;0;16;51
2024;Marataízes ;3203320;Concursado/efetivo/estável;0;34;358
2024;Marechal Floriano ;3203346;Concursado/efetivo/estável;0;21;26
2024;Marilândia ;3203353;Concursado/efetivo/estável;0;9;44
2024;Mimoso do Sul ;3203403;Concursado/efetivo/estável;0;36;69
2024;Montanha ;3203502;Concursado/efetivo/estável;29;18;30
2024;Mucurici ;3203601;Concursado/efetivo/estável;0;3;21
2024;Muniz Freire ;3203700;Concursado/efetivo/estável;0;12;43
2024;Muqui ;3203809;Concursado/efetivo/estável;0;16;49
2024;Nova Venécia ;3203908;Concursado/efetivo/estável;38;18;203
2024;Pancas ;3204005;Concursado/efetivo/estável;0;14;42
2024;Pedro Canário ;3204054;Concursado/efetivo/estável;0;31;62
2024;Pinheiros ;3204104;Concursado/efetivo/estável;0;14;122
2024;Piúma ;3204203;Concursado/efetivo/estável;36;17;100
2024;Ponto Belo ;3204252;Concursado/efetivo/estável;0;7;22
2024;Presidente Kennedy ;3204302;Concursado/efetivo/estável;0;9;47
2024;Rio Bananal ;3204351;Concursado/efetivo/estável;0;13;94
2024;Rio Novo do Sul ;3204401;Concursado/efetivo/estável;0;18;48
2024;Santa Leopoldina ;3204500;Concursado/efetivo/estável;0;7;46
2024;Santa Maria de Jetibá ;3204559;Concursado/efetivo/estável;25;29;127
2024;Santa Teresa ;3204609;Concursado/efetivo/estável;58;21;32
2024;São Domingos do Norte ;3204658;Concursado/efetivo/estável;0;3;15
2024;São Gabriel da Palha ;3204708;Concursado/efetivo/estável;0;22;102
2024;São José do Calçado ;3204807;Concursado/efetivo/estável;0;11;11
2024;São Mateus ;3204906;Concursado/efetivo/estável;46;134;425
2024;São Roque do Canaã ;3204955;Concursado/efetivo/estável;0;5;44
2024;Serra ;3205002;Concursado/efetivo/estável;51;470;1251
2024;Sooretama ;3205010;Concursado/efetivo/estável;0;10;188
2024;Vargem Alta ;3205036;Concursado/efetivo/estável;0;18;59
2024;Venda Nova do Imigrante ;3205069;Concursado/efetivo/estável;41;40;71
2024;Viana ;3205101;Concursado/efetivo/estável;17;55;263
2024;Vila Pavão ;3205150;Concursado/efetivo/estável;0;10;51
2024;Vila Valério ;3205176;Concursado/efetivo/estável;0;11;48
2024;Vila Velha ;3205200;Concursado/efetivo/estável;38;330;2221
2024;Vitória ;3205309;Concursado/efetivo/estável;244;251;1779
2024;Afonso Cláudio ;3200102;Contrato Temporário;0;140;120
2024;Água Doce do Norte ;3200169;Contrato Temporário;0;51;70
2024;Águia Branca ;3200136;Contrato Temporário;0;53;83
2024;Alegre ;3200201;Contrato Temporário;13;154;81
2024;Alfredo Chaves ;3200300;Contrato Temporário;0;21;93
2024;Alto Rio Novo ;3200359;Contrato Temporário;0;28;37
2024;Anchieta ;3200409;Contrato Temporário;0;65;334
2024;Apiacá ;3200508;Contrato Temporário;0;20;13
2024;Aracruz ;3200607;Contrato Temporário;5;215;424
2024;Atílio Vivácqua ;3200706;Contrato Temporário;0;27;86
2024;Baixo Guandu ;3200805;Contrato Temporário;0;73;131
2024;Barra de São Francisco ;3200904;Contrato Temporário;7;142;92
2024;Boa Esperança ;3201001;Contrato Temporário;0;78;104
2024;Bom Jesus do Norte ;3201100;Contrato Temporário;0;13;30
2024;Brejetuba ;3201159;Contrato Temporário;0;93;54
2024;Cachoeiro de Itapemirim ;3201209;Contrato Temporário;11;481;1021
2024;Cariacica ;3201308;Contrato Temporário;4;662;1684
2024;Castelo ;3201407;Contrato Temporário;0;50;241
2024;Colatina ;3201506;Contrato Temporário;16;215;393
2024;Conceição da Barra ;3201605;Contrato Temporário;0;118;234
2024;Conceição do Castelo ;3201704;Contrato Temporário;0;48;96
2024;Divino de São Lourenço ;3201803;Contrato Temporário;0;23;29
2024;Domingos Martins ;3201902;Contrato Temporário;0;94;293
2024;Dores do Rio Preto ;3202009;Contrato Temporário;0;51;52
2024;Ecoporanga ;3202108;Contrato Temporário;0;110;40
2024;Fundão ;3202207;Contrato Temporário;0;43;98
2024;Governador Lindenberg ;3202256;Contrato Temporário;0;72;66
2024;Guaçuí ;3202306;Contrato Temporário;0;57;201
2024;Guarapari ;3202405;Contrato Temporário;7;190;509
2024;Ibatiba ;3202454;Contrato Temporário;6;27;176
2024;Ibiraçu ;3202504;Contrato Temporário;0;53;39
2024;Ibitirama ;3202553;Contrato Temporário;0;48;66
2024;Iconha ;3202603;Contrato Temporário;0;37;74
2024;Irupi ;3202652;Contrato Temporário;0;42;37
2024;Itaguaçu ;3202702;Contrato Temporário;0;35;84
2024;Itapemirim ;3202801;Contrato Temporário;0;93;334
2024;Itarana ;3202900;Contrato Temporário;0;53;84
2024;Iúna ;3203007;Contrato Temporário;0;94;153
2024;Jaguaré ;3203056;Contrato Temporário;0;57;204
2024;Jerônimo Monteiro ;3203106;Contrato Temporário;0;36;69
2024;João Neiva ;3203130;Contrato Temporário;0;54;69
2024;Laranja da Terra ;3203163;Contrato Temporário;0;40;66
2024;Linhares ;3203205;Contrato Temporário;5;328;461
2024;Mantenópolis ;3203304;Contrato Temporário;0;54;44
2024;Marataízes ;3203320;Contrato Temporário;0;58;505
2024;Marechal Floriano ;3203346;Contrato Temporário;0;33;138
2024;Marilândia ;3203353;Contrato Temporário;0;34;87
2024;Mimoso do Sul ;3203403;Contrato Temporário;0;59;121
2024;Montanha ;3203502;Contrato Temporário;5;96;188
2024;Mucurici ;3203601;Contrato Temporário;0;24;50
2024;Muniz Freire ;3203700;Contrato Temporário;0;66;164
2024;Muqui ;3203809;Contrato Temporário;0;46;61
2024;Nova Venécia ;3203908;Contrato Temporário;6;128;465
2024;Pancas ;3204005;Contrato Temporário;0;59;111
2024;Pedro Canário ;3204054;Contrato Temporário;0;111;111
2024;Pinheiros ;3204104;Contrato Temporário;0;85;116
2024;Piúma ;3204203;Contrato Temporário;9;31;195
2024;Ponto Belo ;3204252;Contrato Temporário;0;46;57
2024;Presidente Kennedy ;3204302;Contrato Temporário;0;23;249
2024;Rio Bananal ;3204351;Contrato Temporário;0;33;187
2024;Rio Novo do Sul ;3204401;Contrato Temporário;0;45;49
2024;Santa Leopoldina ;3204500;Contrato Temporário;0;32;62
2024;Santa Maria de Jetibá ;3204559;Contrato Temporário;1;201;243
2024;Santa Teresa ;3204609;Contrato Temporário;3;56;170
2024;São Domingos do Norte ;3204658;Contrato Temporário;0;28;96
2024;São Gabriel da Palha ;3204708;Contrato Temporário;0;137;141
2024;São José do Calçado ;3204807;Contrato Temporário;0;22;94
2024;São Mateus ;3204906;Contrato Temporário;7;271;689
2024;São Roque do Canaã ;3204955;Contrato Temporário;0;25;76
2024;Serra ;3205002;Contrato Temporário;8;1199;2753
2024;Sooretama ;3205010;Contrato Temporário;0;62;196
2024;Vargem Alta ;3205036;Contrato Temporário;0;74;104
2024;Venda Nova do Imigrante ;3205069;Contrato Temporário;12;80;118
2024;Viana ;3205101;Contrato Temporário;3;154;596
2024;Vila Pavão ;3205150;Contrato Temporário;0;35;50
2024;Vila Valério ;3205176;Contrato Temporário;0;55;111
2024;Vila Velha ;3205200;Contrato Temporário;6;658;803
2024;Vitória ;3205309;Contrato Temporário;3;386;1147
2024;Afonso Cláudio ;3200102;Contrato terceirizado;0;0;0
2024;Água Doce do Norte ;3200169;Contrato terceirizado;0;0;0
2024;Águia Branca ;3200136;Contrato terceirizado;0;0;0
2024;Alegre ;3200201;Contrato terceirizado;3;1;0
2024;Alfredo Chaves ;3200300;Contrato terceirizado;0;0;1
2024;Alto Rio Novo ;3200359;Contrato terceirizado;0;0;0
2024;Anchieta ;3200409;Contrato terceirizado;0;0;1
2024;Apiacá ;3200508;Contrato terceirizado;0;0;0
2024;Aracruz ;3200607;Contrato terceirizado;0;0;2
2024;Atílio Vivácqua ;3200706;Contrato terceirizado;0;0;2
2024;Baixo Guandu ;3200805;Contrato terceirizado;0;0;1
2024;Barra de São Francisco ;3200904;Contrato terceirizado;0;0;0
2024;Boa Esperança ;3201001;Contrato terceirizado;0;0;0
2024;Bom Jesus do Norte ;3201100;Contrato terceirizado;0;0;0
2024;Brejetuba ;3201159;Contrato terceirizado;0;0;0
2024;Cachoeiro de Itapemirim ;3201209;Contrato terceirizado;0;0;6
2024;Cariacica ;3201308;Contrato terceirizado;0;1;22
2024;Castelo ;3201407;Contrato terceirizado;0;0;3
2024;Colatina ;3201506;Contrato terceirizado;0;1;2
2024;Conceição da Barra ;3201605;Contrato terceirizado;0;0;1
2024;Conceição do Castelo ;3201704;Contrato terceirizado;0;0;0
2024;Divino de São Lourenço ;3201803;Contrato terceirizado;0;0;0
2024;Domingos Martins ;3201902;Contrato terceirizado;0;0;0
2024;Dores do Rio Preto ;3202009;Contrato terceirizado;0;0;0
2024;Ecoporanga ;3202108;Contrato terceirizado;0;0;0
2024;Fundão ;3202207;Contrato terceirizado;0;0;0
2024;Governador Lindenberg ;3202256;Contrato terceirizado;0;0;0
2024;Guaçuí ;3202306;Contrato terceirizado;0;0;0
2024;Guarapari ;3202405;Contrato terceirizado;0;0;1
2024;Ibatiba ;3202454;Contrato terceirizado;0;0;1
2024;Ibiraçu ;3202504;Contrato terceirizado;0;0;0
2024;Ibitirama ;3202553;Contrato terceirizado;0;0;0
2024;Iconha ;3202603;Contrato terceirizado;0;0;0
2024;Irupi ;3202652;Contrato terceirizado;0;0;0
2024;Itaguaçu ;3202702;Contrato terceirizado;0;0;1
2024;Itapemirim ;3202801;Contrato terceirizado;0;1;1
2024;Itarana ;3202900;Contrato terceirizado;0;0;0
2024;Iúna ;3203007;Contrato terceirizado;0;0;1
2024;Jaguaré ;3203056;Contrato terceirizado;0;0;0
2024;Jerônimo Monteiro ;3203106;Contrato terceirizado;0;0;0
2024;João Neiva ;3203130;Contrato terceirizado;0;0;0
2024;Laranja da Terra ;3203163;Contrato terceirizado;0;0;0
2024;Linhares ;3203205;Contrato terceirizado;0;0;2
2024;Mantenópolis ;3203304;Contrato terceirizado;0;0;0
2024;Marataízes ;3203320;Contrato terceirizado;0;0;0
2024;Marechal Floriano ;3203346;Contrato terceirizado;0;0;0
2024;Marilândia ;3203353;Contrato terceirizado;0;0;0
2024;Mimoso do Sul ;3203403;Contrato terceirizado;0;0;2
2024;Montanha ;3203502;Contrato terceirizado;0;0;0
2024;Mucurici ;3203601;Contrato terceirizado;0;0;0
2024;Muniz Freire ;3203700;Contrato terceirizado;0;0;0
2024;Muqui ;3203809;Contrato terceirizado;0;0;0
2024;Nova Venécia ;3203908;Contrato terceirizado;0;2;0
2024;Pancas ;3204005;Contrato terceirizado;0;1;3
2024;Pedro Canário ;3204054;Contrato terceirizado;0;0;0
2024;Pinheiros ;3204104;Contrato terceirizado;0;1;1
2024;Piúma ;3204203;Contrato terceirizado;0;0;1
2024;Ponto Belo ;3204252;Contrato terceirizado;0;0;0
2024;Presidente Kennedy ;3204302;Contrato terceirizado;0;0;3
2024;Rio Bananal ;3204351;Contrato terceirizado;0;0;0
2024;Rio Novo do Sul ;3204401;Contrato terceirizado;0;1;0
2024;Santa Leopoldina ;3204500;Contrato terceirizado;0;0;0
2024;Santa Maria de Jetibá ;3204559;Contrato terceirizado;0;0;0
2024;Santa Teresa ;3204609;Contrato terceirizado;0;0;0
2024;São Domingos do Norte ;3204658;Contrato terceirizado;0;0;0
2024;São Gabriel da Palha ;3204708;Contrato terceirizado;0;0;1
2024;São José do Calçado ;3204807;Contrato terceirizado;0;0;0
2024;São Mateus ;3204906;Contrato terceirizado;0;0;0
2024;São Roque do Canaã ;3204955;Contrato terceirizado;0;0;0
2024;Serra ;3205002;Contrato terceirizado;0;0;14
2024;Sooretama ;3205010;Contrato terceirizado;0;1;0
2024;Vargem Alta ;3205036;Contrato terceirizado;0;0;1
2024;Venda Nova do Imigrante ;3205069;Contrato terceirizado;0;1;0
2024;Viana ;3205101;Contrato terceirizado;0;0;3
2024;Vila Pavão ;3205150;Contrato terceirizado;0;0;0
2024;Vila Valério ;3205176;Contrato terceirizado;0;0;0
2024;Vila Velha ;3205200;Contrato terceirizado;0;1;7
2024;Vitória ;3205309;Contrato terceirizado;0;0;0
2024;Afonso Cláudio ;3200102;Contrato CLT;0;0;1
2024;Água Doce do Norte ;3200169;Contrato CLT;0;0;0
2024;Águia Branca ;3200136;Contrato CLT;0;0;0
2024;Alegre ;3200201;Contrato CLT;0;0;0
2024;Alfredo Chaves ;3200300;Contrato CLT;0;0;0
2024;Alto Rio Novo ;3200359;Contrato CLT;0;0;0
2024;Anchieta ;3200409;Contrato CLT;0;0;0
2024;Apiacá ;3200508;Contrato CLT;0;0;0
2024;Aracruz ;3200607;Contrato CLT;0;0;6
2024;Atílio Vivácqua ;3200706;Contrato CLT;0;1;0
2024;Baixo Guandu ;3200805;Contrato CLT;0;0;0
2024;Barra de São Francisco ;3200904;Contrato CLT;0;0;97
2024;Boa Esperança ;3201001;Contrato CLT;0;0;0
2024;Bom Jesus do Norte ;3201100;Contrato CLT;0;0;3
2024;Brejetuba ;3201159;Contrato CLT;0;0;0
2024;Cachoeiro de Itapemirim ;3201209;Contrato CLT;0;0;0
2024;Cariacica ;3201308;Contrato CLT;0;0;19
2024;Castelo ;3201407;Contrato CLT;0;0;0
2024;Colatina ;3201506;Contrato CLT;0;0;10
2024;Conceição da Barra ;3201605;Contrato CLT;0;0;1
2024;Conceição do Castelo ;3201704;Contrato CLT;0;0;0
2024;Divino de São Lourenço ;3201803;Contrato CLT;0;0;0
2024;Domingos Martins ;3201902;Contrato CLT;0;0;38
2024;Dores do Rio Preto ;3202009;Contrato CLT;0;0;0
2024;Ecoporanga ;3202108;Contrato CLT;0;0;0
2024;Fundão ;3202207;Contrato CLT;0;0;0
2024;Governador Lindenberg ;3202256;Contrato CLT;0;1;0
2024;Guaçuí ;3202306;Contrato CLT;0;0;3
2024;Guarapari ;3202405;Contrato CLT;0;1;6
2024;Ibatiba ;3202454;Contrato CLT;0;0;0
2024;Ibiraçu ;3202504;Contrato CLT;0;0;0
2024;Ibitirama ;3202553;Contrato CLT;0;0;0
2024;Iconha ;3202603;Contrato CLT;0;0;0
2024;Irupi ;3202652;Contrato CLT;0;0;22
2024;Itaguaçu ;3202702;Contrato CLT;0;0;51
2024;Itapemirim ;3202801;Contrato CLT;0;0;3
2024;Itarana ;3202900;Contrato CLT;0;0;3
2024;Iúna ;3203007;Contrato CLT;0;0;1
2024;Jaguaré ;3203056;Contrato CLT;0;1;0
2024;Jerônimo Monteiro ;3203106;Contrato CLT;0;0;1
2024;João Neiva ;3203130;Contrato CLT;0;0;0
2024;Laranja da Terra ;3203163;Contrato CLT;0;0;0
2024;Linhares ;3203205;Contrato CLT;0;0;0
2024;Mantenópolis ;3203304;Contrato CLT;0;0;1
2024;Marataízes ;3203320;Contrato CLT;0;0;1
2024;Marechal Floriano ;3203346;Contrato CLT;0;0;0
2024;Marilândia ;3203353;Contrato CLT;0;0;0
2024;Mimoso do Sul ;3203403;Contrato CLT;0;0;0
2024;Montanha ;3203502;Contrato CLT;0;0;0
2024;Mucurici ;3203601;Contrato CLT;0;0;0
2024;Muniz Freire ;3203700;Contrato CLT;0;0;0
2024;Muqui ;3203809;Contrato CLT;0;0;0
2024;Nova Venécia ;3203908;Contrato CLT;0;0;0
2024;Pancas ;3204005;Contrato CLT;0;0;0
2024;Pedro Canário ;3204054;Contrato CLT;0;0;0
2024;Pinheiros ;3204104;Contrato CLT;0;0;2
2024;Piúma ;3204203;Contrato CLT;0;0;1
2024;Ponto Belo ;3204252;Contrato CLT;0;0;0
2024;Presidente Kennedy ;3204302;Contrato CLT;0;0;35
2024;Rio Bananal ;3204351;Contrato CLT;0;0;0
2024;Rio Novo do Sul ;3204401;Contrato CLT;0;0;0
2024;Santa Leopoldina ;3204500;Contrato CLT;0;0;0
2024;Santa Maria de Jetibá ;3204559;Contrato CLT;0;3;1
2024;Santa Teresa ;3204609;Contrato CLT;0;0;0
2024;São Domingos do Norte ;3204658;Contrato CLT;0;0;0
2024;São Gabriel da Palha ;3204708;Contrato CLT;0;0;0
2024;São José do Calçado ;3204807;Contrato CLT;0;0;1
2024;São Mateus ;3204906;Contrato CLT;0;0;0
2024;São Roque do Canaã ;3204955;Contrato CLT;0;0;0
2024;Serra ;3205002;Contrato CLT;0;0;49
2024;Sooretama ;3205010;Contrato CLT;0;0;0
2024;Vargem Alta ;3205036;Contrato CLT;0;0;0
2024;Venda Nova do Imigrante ;3205069;Contrato CLT;0;0;0
2024;Viana ;3205101;Contrato CLT;0;0;2
2024;Vila Pavão ;3205150;Contrato CLT;0;0;0
2024;Vila Valério ;3205176;Contrato CLT;0;0;0
2024;Vila Velha ;3205200;Contrato CLT;0;0;39
2024;Vitória ;3205309;Contrato CLT;30;0;2
